TYPE,CATEGORY,TEXT,HEAD_WIFE,VAR_COUNT,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1999,Y2001,Y2003,Y2005,Y2007,Y2009,Y2011,Y2013,Y2015,Y2017,Y2019
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Marriage
03>marital status
04>head/reference person
05>present status
06>reported by respondent:",HEAD,32,,,,,,,,,,V5502,V6034,V6659,V7261,V7952,V8603,V9276,V10426,V11612,V13017,V14120,V15136,V16637,V18055,V19355,V20657,V22412,ER2014,ER5013,ER7013,ER10016,ER13021,ER17024,ER21023,ER25023,ER36023,ER42023,ER47323,ER53023,ER60024,ER66024,ER72024
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Marriage
03>marital status
04>head/reference person
05>previous marriage, what happened to:",HEAD,8,,,,,,,,,,V5504,V6036,V6661,V7263,V7954,V8605,V9278,V10428,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Marriage
03>marital status
04>other family unit members
05>whether ever:",,1,,,,,,,,,,,,,,,,,,V12352,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>ethnicity
04>head/reference person:
05>national affiliation
06>1st mention:",HEAD,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12166,ER15933,ER19994,ER23431,ER27398,ER40570,ER46548,ER51909,ER57664,ER64816,ER70888,ER76903
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>ethnicity
04>head/reference person:
05>national affiliation
06>2nd mention:",HEAD,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12167,ER15934,ER19995,ER23432,ER27399,ER40571,ER46549,ER51910,ER57665,ER64817,ER70889,ER76904
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>ethnicity
04>head/reference person:",HEAD,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12165,ER15932,ER19993,ER23430,ER27397,ER40569,ER46547,ER51908,ER57663,ER64815,ER70887,ER76902
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>ethnicity
04>spouse:
05>national affiliation
06>1st mention:",WIFE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12157,ER15841,ER19902,ER23339,ER27302,ER40477,ER46454,ER51815,ER57554,ER64677,ER70750,ER76758
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>ethnicity
04>spouse:
05>national affiliation
06>2nd mention:",WIFE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12158,ER15842,ER19903,ER23340,ER27303,ER40478,ER46455,ER51816,ER57555,ER64678,ER70751,ER76759
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>ethnicity
04>spouse:",WIFE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12156,ER15840,ER19901,ER23338,ER27301,ER40476,ER46453,ER51814,ER57553,ER64676,ER70749,ER76757
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>hispanicity
04>head/reference person
05>1st mention:",HEAD,20,,,,,,,,,,,,,,,,,,V11937,V13564,V14611,V16085,V17482,V18813,V20113,V21419,V23275,ER3941,ER6811,ER9057,,,,,ER27392,ER40564,ER46542,ER51903,ER57658,ER64809,ER70881,ER76896
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>hispanicity
04>head/reference person
05>2nd mention:",HEAD,3,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3942,ER6812,ER9058,,,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>hispanicity
04>head/reference person
05>3rd mention:",HEAD,3,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3943,ER6813,ER9059,,,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>hispanicity
04>spouse
05>1st mention:",WIFE,20,,,,,,,,,,,,,,,,,,V12292,V13499,V14546,V16020,V17417,V18748,V20048,V21354,V23211,ER3880,ER6750,ER8996,,,,,ER27296,ER40471,ER46448,ER51809,ER57548,ER64670,ER70743,ER76751
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>hispanicity
04>spouse
05>2nd mention:",WIFE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3881,ER6751,ER8997,,,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>hispanicity
04>spouse
05>3rd mention:",WIFE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3882,ER6752,ER8998,,,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>race
04>head/reference person
05>1st mention:",HEAD,41,V181,V801,V1490,V2202,V2828,V3300,V3720,V4204,V5096,V5662,V6209,V6802,V7447,V8099,V8723,V9408,V11055,V11938,V13565,V14612,V16086,V17483,V18814,V20114,V21420,V23276,ER3944,ER6814,ER9060,ER11848,ER15928,ER19989,ER23426,ER27393,ER40565,ER46543,ER51904,ER57659,ER64810,ER70882,ER76897
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>race
04>head/reference person
05>2nd mention:",HEAD,24,,,,,,,,,,,,,,,,,,V11939,V13566,V14613,V16087,V17484,V18815,V20115,V21421,V23277,ER3945,ER6815,ER9061,ER11849,ER15929,ER19990,ER23427,ER27394,ER40566,ER46544,ER51905,ER57660,ER64811,ER70883,ER76898
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>race
04>head/reference person
05>3rd mention:",HEAD,15,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3946,ER6816,ER9062,ER11850,ER15930,ER19991,ER23428,ER27395,ER40567,ER46545,ER51906,ER57661,ER64812,ER70884,ER76899
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>race
04>head/reference person
05>4th mention:",HEAD,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11851,ER15931,ER19992,ER23429,ER27396,ER40568,ER46546,ER51907,ER57662,ER64813,ER70885,ER76900
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>race
04>head/reference person
05>and sex combined:",HEAD,1,V383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>race
04>spouse
05>1st mention:",WIFE,24,,,,,,,,,,,,,,,,,,V12293,V13500,V14547,V16021,V17418,V18749,V20049,V21355,V23212,ER3883,ER6753,ER8999,ER11760,ER15836,ER19897,ER23334,ER27297,ER40472,ER46449,ER51810,ER57549,ER64671,ER70744,ER76752
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>race
04>spouse
05>2nd mention:",WIFE,24,,,,,,,,,,,,,,,,,,V12294,V13501,V14548,V16022,V17419,V18750,V20050,V21356,V23213,ER3884,ER6754,ER9000,ER11761,ER15837,ER19898,ER23335,ER27298,ER40473,ER46450,ER51811,ER57550,ER64672,ER70745,ER76753
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>race
04>spouse
05>3rd mention:",WIFE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3885,ER6755,ER9001,ER11762,ER15838,ER19899,ER23336,ER27299,ER40474,ER46451,ER51812,ER57551,ER64673,ER70746,ER76754
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Race and Ethnicity
03>race
04>spouse
05>4th mention:",WIFE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11763,ER15839,ER19900,ER23337,ER27300,ER40475,ER46452,ER51813,ER57552,ER64674,ER70747,ER76755
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st lived in U.S.
04>year
05>head/reference person:",HEAD,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER57652,ER64803,ER70875,ER76890
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st lived in U.S.
04>year
05>spouse:",WIFE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER57542,ER64664,ER70737,ER76745
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>beginning month
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11954,ER16040,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>beginning month
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12036,ER16127,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>beginning year
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11955,ER16041,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>beginning year
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12037,ER16128,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>number of days stayed
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11959,ER16045,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>number of days stayed
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12041,ER16132,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>number of months stayed
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11957,ER16043,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>number of months stayed
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12039,ER16130,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>number of weeks stayed
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11958,ER16044,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>number of weeks stayed
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12040,ER16131,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>number of years stayed
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11956,ER16042,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>number of years stayed
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12038,ER16129,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>state lived in
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11953,ER16039,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st stay in U.S.
04>state lived in
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12035,ER16126,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st time in U.S., whether
04>head/reference person:
05>subset selector for:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11975,ER16063,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st time in U.S., whether
04>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11952,ER16038,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st time in U.S., whether
04>spouse:
05>subset selector for:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12057,ER16150,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>1st time in U.S., whether
04>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12034,ER16125,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>beginning month
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11960,ER16046,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>beginning month
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12042,ER16133,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>beginning year
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11961,ER16047,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>beginning year
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12043,ER16134,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>head/reference person
06>1st mention:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11962,ER16049,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>head/reference person
06>2nd mention:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11963,ER16050,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>head/reference person
06>3rd mention:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11964,ER16051,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>head/reference person
06>4th mention:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11965,ER16052,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>head/reference person
06>5th mention:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11966,ER16053,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>head/reference person
06>main:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11967,ER16048,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>spouse
06>1st mention:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12044,ER16136,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>spouse
06>2nd mention:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12045,ER16137,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>spouse
06>3rd mention:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12046,ER16138,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>spouse
06>4th mention:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12047,ER16139,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>spouse
06>5th mention:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12048,ER16140,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>current stay in U.S.
04>reason came
05>spouse
06>main:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12049,ER16135,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>relationship of immigration helper
04>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11968,ER16054,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>relationship of immigration helper
04>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12050,ER16141,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>sponsor, whether
04>age of
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11971,ER16059,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>sponsor, whether
04>age of
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12053,ER16146,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>sponsor, whether
04>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11969,ER16055,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>sponsor, whether
04>relationship
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11970,ER16056,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>sponsor, whether
04>relationship
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12052,ER16143,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>sponsor, whether
04>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12051,ER16142,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>status
04>head/reference person
05>1st stay:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11976,ER16064,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>status
04>head/reference person
05>beginning of current stay:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11977,ER16065,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>status
04>head/reference person
05>change to resident status, whether:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11982,ER16070,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>status
04>head/reference person
05>current:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11979,ER16067,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>status
04>head/reference person
05>subset selector for:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11978,ER16066,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>status
04>spouse
05>1st stay:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12058,ER16151,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>status
04>spouse
05>beginning of current stay:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12059,ER16152,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>status
04>spouse
05>change to resident status, whether:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12064,ER16157,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>status
04>spouse
05>current:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12061,ER16154,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>status
04>spouse
05>subset selector for:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12060,ER16153,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>subset selector for residency sequence
04>born in U.S., whether
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11951,ER16037,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>subset selector for residency sequence
04>born in U.S., whether
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12033,ER16124,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>visa or permit
04>expiration month
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11980,ER16068,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>visa or permit
04>expiration month
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12062,ER16155,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>visa or permit
04>expiration year
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER11981,ER16069,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Residency
03>visa or permit
04>expiration year
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER12063,ER16156,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Sex
03>head/reference person:
04>and marital status:",HEAD,1,V360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Sex
03>head/reference person:",HEAD,41,V119,V1010,V1240,V1943,V2543,V3096,V3509,V3922,V4437,V5351,V5851,V6463,V7068,V7659,V8353,V8962,V10420,V11607,V13012,V14115,V15131,V16632,V18050,V19350,V20652,V22407,ER2008,ER5007,ER7007,ER10010,ER13011,ER17014,ER21018,ER25018,ER36018,ER42018,ER47318,ER53018,ER60018,ER66018,ER72018
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Sex
03>householder:",,8,,,,,,,,,,,,,,,,,,V11121,V12520,V13720,V14820,V16320,V17720,V19020,V20320,,,,,,,,,,,,,,,,
FAMILY PUBLIC,DEMOGRAPHIC,"01>DEMOGRAPHIC
02>Sex
03>spouse:",WIFE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER60020,ER66020,ER72020
FAMILY PUBLIC,EDUCATION,"01>EDUCATION
02>Additional Training Outside School System
03>certificates received
04>certificate 2, whether
05>head/reference person:",HEAD,15,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3980,ER6850,ER9088,ER11882,ER15964,ER20025,ER23461,ER27429,ER40601,ER46579,ER51940,ER57696,ER64856,ER70928,ER76947
FAMILY PUBLIC,EDUCATION,"01>EDUCATION
02>Additional Training Outside School System
03>certificates received
04>certificate 2, whether
05>spouse:",WIFE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3910,ER6780,ER9020,ER11794,ER15871,ER19932,ER23369,ER27333,ER40508,ER46485,ER51846,ER57586,ER64717,ER70790,ER76802
FAMILY PUBLIC,EDUCATION,"01>EDUCATION
02>Additional Training Outside School System
03>certificates received
04>certificate 3, whether
05>head/reference person:",HEAD,15,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3981,ER6851,ER9093,ER11888,ER15970,ER20031,ER23467,ER27435,ER40607,ER46585,ER51946,ER57702,ER64862,ER70934,ER76953
FAMILY PUBLIC,EDUCATION,"01>EDUCATION
02>Additional Training Outside School System
03>certificates received
04>certificate 3, whether
05>spouse:",WIFE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3911,ER6781,ER9024,ER11800,ER15877,ER19938,ER23375,ER27339,ER40514,ER46491,ER51852,ER57592,ER64723,ER70796,ER76808
FAMILY PUBLIC,EDUCATION,"01>EDUCATION
02>Additional Training Outside School System
03>certificates received
04>certificate 4, whether
05>head/reference person:",HEAD,15,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3982,ER6852,ER9098,ER11894,ER15976,ER20037,ER23473,ER27441,ER40613,ER46591,ER51952,ER57708,ER64868,ER70940,ER76959
FAMILY PUBLIC,EDUCATION,"01>EDUCATION
02>Additional Training Outside School System
03>certificates received
04>certificate 4, whether
05>spouse:",WIFE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3912,ER6782,ER9028,ER11806,ER15883,ER19944,ER23381,ER27345,ER40520,ER46497,ER51858,ER57598,ER64729,ER70802,ER76814
FAMILY PUBLIC,EDUCATION,"01>EDUCATION
02>Additional Training Outside School System
03>certificates received
04>number of
05>head/reference person:
06>month
07>1st mention:",HEAD,24,,,,,,,,,,,,,,,,,,V11969,V13592,V14639,V16113,V17510,V18841,V20140,V21447,V23303,ER3974,ER6844,ER9086,ER11880,ER15962,ER20023,ER23459,ER27427,ER40599,ER46577,ER51938,ER57694,ER64854,ER70926,ER76945
